Module,TXT,RO,DATA,BSS,TOTAL,FatalCount,F3Count
apps_proc/dataservices/iot_app/m2m/lwm2m/src/sms_decode.c,728,0,0,0,728,0,14
apps_proc/dataservices/iot_app/m2m/lwm2m/src/lwm2m_carrier.c,1984,0,0,0,1984,0,12
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_apn_connection.c,11192,164,2,0,11358,0,36
apps_proc/dataservices/iot_app/m2m/lwm2m/src/object_cell_nw_connectivity.c,4224,42,1,0,4273,0,14
apps_proc/dataservices/iot_app/m2m/lwm2m/src/lwm2mclient.c,29810,2690,719,1056,34289,0,266
apps_proc/dataservices/iot_app/m2m/lwm2m/src/iotapp_location.cpp,1524,571,124,64,2295,0,22
apps_proc/dataservices/iot_app/m2m/core/src/uri.c,1046,0,0,0,1046,0,1
apps_proc/dataservices/iot_app/m2m/core/src/objects.c,12606,0,0,0,12606,0,79
apps_proc/dataservices/iot_app/m2m/core/src/packet.c,310,0,0,0,310,0,2
apps_proc/dataservices/iot_app/m2m/core/src/registration.c,8144,225,12,0,8387,0,66
apps_proc/dataservices/iot_app/m2m/core/src/management.c,4522,0,1,0,4535,0,59
apps_proc/dataservices/iot_app/m2m/core/src/observe.c,6886,0,0,0,6886,0,61
apps_proc/dataservices/iot_app/m2m/core/src/bootstrap.c,4148,0,0,0,4148,0,23
apps_proc/dataservices/iot_app/m2m/core/src/lwm2m_psm.c,4044,0,2,0,4048,0,27
apps_proc/dataservices/iot_app/m2m/core/src/liblwm2m.c,10198,76,18,128,10432,0,108
apps_proc/dataservices/iot_app/m2m/core/src/data.c,1772,0,0,0,1772,0,2
apps_proc/dataservices/iot_app/m2m/core/src/lwm2m_list.c,250,0,0,0,250,0,0
apps_proc/dataservices/iot_app/m2m/core/src/platform.c,196,16,0,0,212,0,2
apps_proc/dataservices/iot_app/m2m/core/src/tlv.c,1912,0,0,0,1912,0,1
apps_proc/dataservices/iot_app/m2m/core/src/discover.c,3580,0,0,0,3580,0,3
apps_proc/dataservices/iot_app/m2m/core/src/json.c,5160,0,0,0,5160,0,3
apps_proc/dataservices/mobileap/qcmap/src/qcmap_main.c,918,43,0,776,1747,0,16
apps_proc/dataservices/mobileap/qcmap/src/qcmap_cmdq.c,502,0,8,80,598,0,8
apps_proc/dataservices/mobileap/qcmap/src/qcmap_qti.c,21682,725,684,144,23237,0,376
apps_proc/dataservices/mobileap/utilities/config/src/data_util_config.c,492,0,0,0,492,0,0
apps_proc/dataservices/mobileap/utilities/list/src/data_util_list.c,980,0,0,0,980,0,0
apps_proc/dataservices/mobileap/utilities/memory/src/data_util_memory.c,56,0,0,0,56,0,0
apps_proc/dataservices/mobileap/utilities/bit_field/src/data_util_bit_field.c,64,0,0,0,64,0,0
apps_proc/dataservices/mobileap/utilities/synchronization/src/data_util_synchronization.c,196,0,0,0,196,0,0
apps_proc/dataservices/mobileap/utilities/synchronization/src/data_port.c,110,0,0,0,114,0,0
apps_proc/dataservices/netmgr/src/netmgr_main.c,690,0,0,888,1578,0,15
apps_proc/dataservices/netmgr/src/netmgr_qmi_dpm.c,626,0,12,320,958,0,29
apps_proc/dataservices/netmgr/src/netmgr_qmi.c,3988,0,0,0,3988,0,75
apps_proc/dataservices/netmgr/src/netmgr_exec.c,594,303,0,0,899,0,22
apps_proc/dataservices/netmgr/src/netmgr_ext_util.c,532,0,0,0,532,0,8
apps_proc/dataservices/netmgr/src/qapi_dss_txm.c,1470,0,0,0,1474,0,0
apps_proc/dataservices/netmgr/src/netmgr_platform.c,312,0,0,0,312,0,14
apps_proc/dataservices/netmgr/src/qapi_dss.c,1556,0,0,0,1556,0,32
apps_proc/dataservices/netmgr/src/netmgr_qmi_wds.c,3456,66,8,320,3854,0,72
apps_proc/dataservices/netmgr/src/netmgr_qmi_nipd.c,968,0,0,160,1128,0,30
apps_proc/dataservices/netmgr/src/netmgr_qmi_dins.c,20,927,60,0,1009,0,0
apps_proc/dataservices/netmgr/src/netmgr_service_manager.c,11702,0,16,0,11718,0,232
apps_proc/dataservices/netmgr/src/netmgr_call_manager.c,5744,48,96,0,5888,0,109
apps_proc/dataservices/netmgr/src/netmgr_iface_config.c,2840,0,0,0,2840,0,44
apps_proc/dataservices/netmgr/src/netmgr_qmi_wda.c,540,159,0,160,861,0,16
apps_proc/dataservices/netmgr/src/netmgr_qmi_dfs.c,726,0,0,160,886,0,19
apps_proc/dataservices/netmgr/src/netmgr_dins.c,418,0,0,160,578,0,8
apps_proc/dataservices/netmgr/src/netmgr_sm.c,412,72,0,0,484,0,20
apps_proc/dataservices/netmgr/src/netmgr_sm_int.c,0,816,336,0,1160,0,0
apps_proc/dataservices/version/qapi/src/qapi_version_txm.c,140,0,0,0,140,0,0
apps_proc/dataservices/version/qapi/src/qapi_version.c,58,0,130,0,192,0,0
apps_proc/dataservices/drivers/rmnet_bam/src/rmnet_bam.c,1792,0,108,0,1900,0,1
apps_proc/dataservices/drivers/rmnet_bam/src/ecm_inf.c,724,0,24,0,748,0,1
apps_proc/dataservices/ds_utils/src/ds_list.c,296,0,0,0,296,0,2
apps_proc/dataservices/ds_utils/src/ds_port.c,132,0,0,0,132,0,0
apps_proc/dataservices/ds_utils/src/ds_cmdq.c,862,0,0,0,862,0,9
apps_proc/dataservices/ds_utils/src/stm2.c,2984,327,0,0,3313,0,44
apps_proc/dataservices/ds_utils/src/ds_qmi_client_helper.c,348,0,0,0,348,0,6
apps_proc/dataservices/ds_utils/src/ds_util.c,164,0,8,0,172,0,1
apps_proc/dataservices/utils/src/ds_log.c,244,0,8,0,252,0,0
apps_proc/ril/psm/client/src/psm_client.c,2952,0,32,2120,5104,0,67
apps_proc/ril/psm/client/src/qapi_psm.c,548,0,0,0,548,0,4
apps_proc/ril/psm/psmtest/src/psm_test.c,5100,1287,52,1852,8301,0,78
apps_proc/ril/psm/server/src/psmd.c,34,0,4,0,38,0,1
apps_proc/ril/psm/server/src/psm_core.c,5338,656,180,192,6368,0,142
apps_proc/ril/psm/server/src/psm_list.c,2066,0,4,0,2070,0,71
apps_proc/ril/psm/server/src/psm_qmi.c,8212,874,20,472,9590,0,147
apps_proc/ril/psm/server/src/psm_rtc.c,114,0,0,0,114,0,7
apps_proc/ril/ril_port/src/ril_port.c,394,0,0,0,394,0,0
apps_proc/ril/utilities/config/src/util_config.c,494,0,0,0,494,0,0
apps_proc/ril/utilities/list/src/util_list.c,984,0,0,0,984,0,0
apps_proc/ril/utilities/memory/src/util_memory.c,56,0,0,0,56,0,0
apps_proc/ril/utilities/bit_field/src/util_bit_field.c,96,0,0,0,96,0,0
apps_proc/ril/utilities/synchronization/src/util_synchronization.c,198,0,0,0,198,0,0
apps_proc/kingfisherhost/core/src/qca4004_api.c,452,0,8,64,524,0,0
apps_proc/kingfisherhost/core/src/qca4004.c,568,0,16,0,584,0,0
apps_proc/kingfisherhost/core/src/qca4004_uart.c,496,0,1,2248,2747,0,0
apps_proc/kingfisherhost/core/src/qca4004_gpio.c,240,12,6,0,258,0,0
apps_proc/kingfisherhost/core/src/qca4004_utils.c,290,0,0,0,290,0,0
apps_proc/kingfisherhost/core/src/qca4004_iface.c,152,13,36,0,207,0,0
apps_proc/build/build/apps_proc/cortex-a7/ACENAAKZ/qc_version.c,0,58,0,0,58,0,0
apps_proc/build/build/apps_proc/cortex-a7/ACENAAKZ/oem_version.c,0,60,0,0,64,0,0
ARM/stdlib/source/char.cpp,3118,993,8,0,4135,0,0
ARM/stdlib/source/rwcats.cpp,254,4,8,0,698,0,0
ARM/stdlib/source/rwstdexcept.cpp,1160,911,24,24,2129,0,0
ARM/stdlib/source/ios.cpp,10168,1280,61,11576,23159,0,0
ARM/stdlib/source/rwalloc.cpp,42,0,0,0,42,0,0
ARM/stdlib/source/vendor.cpp,2448,0,8,16,2484,0,0
ARM/stdlib/source/rwthrowproc_impl_noex.cpp,60,0,0,0,60,0,0
ARM/stdlib/source/messages.cpp,630,0,12,0,646,0,0
ARM/stdlib/source/rwthrowproc_noex.cpp,0,0,4,0,4,0,0
ARM/clib/locale.c,3780,186,32,90,4124,0,0
ARM/clib/libinit.s,14,0,0,0,38,0,0
ARM/clib/angel/kernel.s,12,0,0,0,12,0,0
ARM/clib/angel/rt.s,56,0,0,36,92,0,0
ARM/clib/angel/sysapp.c,160,12,0,0,172,0,0
ARM/clib/angel/sys.s,2,0,0,0,2,0,0
ARM/clib/printf.c,3880,103,0,0,4017,0,0
ARM/clib/scanf.c,5800,0,0,0,5816,0,0
ARM/clib/longlong.s,1140,0,0,0,1144,0,0
ARM/clib/memcpset.s,1008,0,0,0,1008,0,0
ARM/clib/string.c,962,0,0,0,970,0,0
ARM/clib/bigflt.c,210,124,0,0,334,0,0
ARM/clib/btod.s,1942,0,0,0,1946,0,0
ARM/clib/locale.s,176,388,0,0,6972,0,0
ARM/clib/stdio.c,2870,0,12,252,3146,0,0
ARM/clib/stdlib.c,736,0,0,228,976,0,0
ARM/clib/signal.c,144,0,0,0,148,0,0
ARM/clib/arm_sync.c,432,0,0,0,436,0,0
ARM/clib/arm_runtime.c,26,0,0,0,26,0,0
ARM/clib/fenv.c,22,0,0,0,22,0,0
ARM/clib/ctype.c,18,0,0,0,22,0,0
ARM/clib/printf_percent.s,144,0,0,0,144,0,0
ARM/clib/division.s,76,0,0,0,76,0,0
ARM/fplib/setjmp.s,98,0,0,0,98,0,0
ARM/fplib/printf2.s,4,0,0,0,4,0,0
ARM/fplib/printf1.s,4,0,0,0,4,0,0
ARM/fplib/dcheck1.s,10,0,0,0,10,0,0
ARM/fplib/dcmpi.s,24,0,0,0,24,0,0
ARM/fplib/deqf.s,48,0,0,0,48,0,0
ARM/fplib/dfltll.s,162,0,0,0,166,0,0
ARM/fplib/dleqf.s,48,0,0,0,48,0,0
ARM/fplib/dnaninf.s,156,0,0,0,156,0,0
ARM/fplib/drem.s,328,0,0,0,328,0,0
ARM/fplib/drnd.s,180,0,0,0,180,0,0
ARM/fplib/ffltll.s,96,0,0,0,96,0,0
ARM/fplib/fnaninf.s,140,0,0,0,140,0,0
ARM/fplib/dfixll.s,194,0,0,0,198,0,0
ARM/fplib/ffixll.s,134,0,0,0,138,0,0
ARM/fplib/ffixull.s,92,0,0,0,92,0,0
ARM/fplib/retnan.s,100,0,0,0,100,0,0
ARM/fplib/scalbn.s,92,0,0,0,92,0,0
ARM/fplib/scanf1.s,4,0,0,0,4,0,0
ARM/fplib/scanf2.s,8,0,0,0,8,0,0
ARM/fplib/trapv.s,48,0,0,0,48,0,0
ARM/fplib/fpconst.s,0,8,0,0,8,0,0
ARM/mathlib/fpclassify.c,48,0,0,0,48,0,0
ARM/mathlib/atof.c,44,0,0,0,44,0,0
ARM/mathlib/ceil.c,214,0,0,0,214,0,0
ARM/mathlib/floor.c,214,0,0,0,214,0,0
ARM/mathlib/fmod.c,230,0,0,0,238,0,0
ARM/mathlib/log.c,504,56,0,0,568,0,0
ARM/mathlib/pow.c,2104,136,0,0,2240,0,0
ARM/mathlib/round.c,134,0,0,0,134,0,0
ARM/mathlib/sqrtf.c,58,0,0,0,70,0,0
ARM/mathlib/strtof.c,38,0,0,0,38,0,0
ARM/mathlib/poly.c,122,0,0,0,134,0,0
ARM/mathlib/dunder.c,56,0,0,0,64,0,0
ARM/mathlib/narrow.c,144,0,0,0,144,0,0
ARM/mathlib/ldexp.c,158,0,0,0,158,0,0
ARM/mathlib/fabs.c,24,0,0,0,24,0,0
ARM/mathlib/frexp.c,110,0,0,0,110,0,0
ARM/mathlib/sqrt.c,102,0,0,0,102,0,0
ARM/mathlib/qnan.c,0,8,0,0,8,0,0
ARM/edgfe/lib_src/arm_exceptions.c,594,12,0,0,618,0,0
ARM/edgfe/lib_src/newnothrow.c,22,1,0,0,29,0,0
ARM/edgfe/lib_src/delete.c,8,0,0,0,8,0,0
ARM/edgfe/lib_src/arm_noexceptions.c,10,0,0,0,10,0,0
ARM/edgfe/lib_src/vec_newdel.c,204,0,0,0,204,0,0
ARM/edgfe/lib_src/exception.c,6,41,0,0,47,0,0
ARM/edgfe/lib_src/array_del.c,8,0,0,0,8,0,0
ARM/edgfe/lib_src/array_new.c,8,0,0,0,8,0,0
ARM/edgfe/lib_src/array_nonew.c,8,0,0,0,8,0,0
ARM/edgfe/lib_src/new.c,36,0,0,0,36,0,0
ARM/edgfe/lib_src/dtor_list.c,110,0,0,0,110,0,0
ARM/edgfe/lib_src/guard.c,18,0,0,0,18,0,0
ARM/edgfe/lib_src/pure_virt.c,10,0,0,0,10,0,0
ARM/edgfe/lib_src/typeinfo.c,0,48,0,0,48,0,0
ARM/array_helpers.cpp,118,0,0,0,122,0,0
